"관리기관명",소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,위도,경도,데이터기준일자
"경기도 수원시",,경기도 수원시 권선구 권선동 1367-33,생활방범,6,200,360도전방면,30,2017-05,031-228-3308,37.241995,127.0212523,2021-02-08
"경기도 수원시",,경기도 수원시 권선구 권선동 1340-2,생활방범,2,200,360도전방면,30,2017-05,031-228-3308,37.2434641,127.0188069,2021-02-08
"경기도 수원시",,경기도 수원시 권선구 권선동 1366,생활방범,5,200,360도전방면,30,2017-05,031-228-3308,37.2428784,127.0191449,2021-02-08
"경기도 수원시",,경기도 수원시 권선구 권선동 1366,생활방범,5,200,360도전방면,30,2017-05,031-228-3308,37.2428784,127.0191449,2021-02-08
"경기도 수원시",,경기도 수원시 권선구 권선동 1335-2,생활방범,5,200,360도전방면,30,2017-05,031-228-3308,37.2477981,127.0183908,2021-02-08
"경기도 수원시",,경기도 수원시 권선구 권선동 1367-33(아이파크7단지 708동 앞),생활방범,4,200,360도전방면,30,2017-05,031-228-3308,37.241995,127.0212523,2021-02-08
"경기도 수원시",,경기도 수원시 권선구 권선동 1367-33(아이파크7단지 701동 앞),생활방범,4,200,360도전방면,30,2017-05,031-228-3308,37.241995,127.0212523,2021-02-08
"경기도 수원시",,경기도 수원시 권선구 권선동 1367-33(아이파크7단지 101동 앞),생활방범,4,200,360도전방면,30,2017-05,031-228-3308,37.241995,127.0212523,2021-02-08
"경기도 수원시",,경기도 수원시 권선구 곡반정동 514-10,생활방범,4,200,360도전방면,30,2017-05,031-228-3308,37.2445698,127.0323656,2021-02-08
"경기도 수원시",,경기도 수원시 권선구 권선동 1286-6,생활방범,4,200,360도전방면,30,2017-05,031-228-3308,37.2517135,127.0377788,2021-02-08
"경기도 수원시",,경기도 수원시 권선구 권선동 1278-1,생활방범,5,200,360도전방면,30,2017-05,031-228-3308,37.2523546,127.0328082,2021-02-08
"경기도 수원시",,경기도 수원시 권선구 권선동 1208,생활방범,5,200,360도전방면,30,2017-05,031-228-3308,37.2502662,127.0231479,2021-02-08
"경기도 수원시",,경기도 수원시 권선구 권선동 1202,생활방범,4,200,360도전방면,30,2017-05,031-228-3308,37.2526268,127.0238361,2021-02-08
"경기도 수원시",경기도 수원시 권선구 세지로125번길 34-2,,생활방범,3,200,360도전방면,30,2017-03,031-228-3308,37.263377,127.0180896,2021-02-08
"경기도 수원시",경기도 수원시 권선구 권선로538번길 34,,생활방범,3,200,360도전방면,30,2017-03,031-228-3308,37.261792,127.009285,2021-02-08
"경기도 수원시",,경기도 수원시 영통구 하동 579-2유,생활방범,3,200,360도전방면,30,2017-03,031-228-3308,37.2777959,127.0653932,2021-02-08
"경기도 수원시",경기도 수원시 권선구 세권로 12,,생활방범,3,200,360도전방면,30,2017-07,031-228-3308,37.2599089,127.0057565,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 매산로52번길 7-11,경기도 수원시 팔달구 매산로2가59-10,생활방범,3,200,360도전방면,30,2017-07,031-228-3308,37.2686308,127.0077298,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 매산로 2-10,경기도 수원시 팔달구 매산로1가 57-3,생활방범,3,200,360도전방면,30,2017-07,031-228-3308,37.266045,127.0023633,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 매산로52번길 14-6,경기도 수원시 팔달구 매산로2가 60-13,생활방범,3,200,360도전방면,30,2017-07,031-228-3308,37.2680182,127.0069518,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 갓매산로52번길 21,경기도 수원시 팔달구 매산로2가 12-6,생활방범,4,200,360도전방면,30,2017-07,031-228-3308,37.269568,127.0058132,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 덕영대로 923-16,경기도 수원시 팔달구 매산로1가 57-68,생활방범,3,200,360도전방면,30,2017-07,031-228-3308,37.2657386,127.0019462,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 향교로 37,경기도 수원시 팔달구 매산로2가 13-3,생활방범,2,200,360도전방면,30,2017-07,031-228-3308,37.2689913,127.0049789,2021-02-08
"경기도 수원시",경기도 수원시 권선구 덕영대로963번길 3-4,,생활방범,2,200,360도전방면,30,2017-07,031-228-3308,37.2630716,127.0032314,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 갓매산로 63,경기도 수원시 팔달구 매산로2가 26-37,생활방범,2,200,360도전방면,30,2017-07,031-228-3308,37.2694869,127.0038628,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 향교로1번길22-18,경기도 수원시 팔달구 매산로1가 22-3,생활방범,3,200,360도전방면,30,2017-07,031-228-3308,37.2689553,127.0011683,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 향교로3번길8,경기도 수원시 팔달구 매산로1가 19-14,생활방범,2,200,360도전방면,30,2017-07,031-228-3308,37.2679281,127.0018109,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 고화로9번길 18,경기도 수원시 팔달구 매산로2가 3-1,생활방범,5,200,360도전방면,30,2017-07,031-228-3308,37.2700455,127.006952,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 효원로12번길 13,경기도 수원시 팔달구 고등동 61-45,생활방범,5,200,360도전방면,30,2017-07,031-228-3308,37.2728476,127.0086208,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 고화로 72번길 2,경기도 수원시 팔달구 고등동 29-3,생활방범,3,200,360도전방면,30,2017-07,031-228-3308,37.2755688,127.0064223,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 고화로 100,경기도 수원시 팔달구 고등동 3-5,생활방범,5,200,360도전방면,30,2017-07,031-228-3308,37.2781277,127.0067269,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 정조로623번길 15-1,경기도 수원시 팔달구 매교동 167-82,생활방범,5,200,360도전방면,30,2017-07,031-228-3308,37.2645127,127.0142569,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 수원천로137번길 18,경기도 수원시 팔달구 매교동 111-25,생활방범,3,200,360도전방면,30,2017-07,031-228-3308,37.2670446,127.0137499,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 갓매산로19번길 24,경기도 수원시 팔달구 매산로2가 70-4,생활방범,4,200,360도전방면,30,2017-07,031-228-3308,37.2661261,127.0054185,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 갓매산로 80,경기도 수원시 팔달구 고등동 300-4,생활방범,2,200,360도전방면,30,2017-07,031-228-3308,37.2701537,127.0020927,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 세지로224번길 22,경기도 수원시 팔달구 인계동 843-24,생활방범,3,200,360도전방면,30,2017-07,031-228-3308,37.2702059,127.0239424,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 갓매산로19번길 16-10,경기도 수원시 팔달구 매산로3가 106-4,생활방범,3,200,360도전방면,30,2017-07,031-228-3308,37.2663513,127.0061175,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 팔달로107번길 12,,생활방범,4,200,360도전방면,30,2017-04,031-228-3308,37.278317,127.0027241,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 팔달로107번길 43,,생활방범,2,200,360도전방면,30,2017-04,031-228-3308,37.2781278,127.0009538,2021-02-08
"경기도 수원시",,경기도 수원시 권선구 평동 46-3,생활방범,5,200,360도전방면,30,2017-06,031-228-3308,37.2565748,126.9937852,2021-02-08
"경기도 수원시",,경기도 수원시 권선구 평동 42-54,생활방범,5,200,360도전방면,30,2017-06,031-228-3308,37.2563225,126.9931201,2021-02-08
"경기도 수원시",,경기도 수원시 권선구 평동 42-56,생활방범,5,200,360도전방면,30,2017-06,031-228-3308,37.2562954,126.9931427,2021-02-08
"경기도 수원시",,경기도 수원시 권선구 권선2동 1253,생활방범,5,200,360도전방면,30,2017-06,031-228-3308,37.2532654,127.0296412,2021-02-08
"경기도 수원시",,경기도 수원시 권선구 권선2동 1252,생활방범,5,200,360도전방면,30,2017-06,031-228-3308,37.2529587,127.0307796,2021-02-08
"경기도 수원시",,경기도 수원시 권선구 권선2동 1252,생활방범,5,200,360도전방면,30,2017-06,031-228-3308,37.2529587,127.0307796,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 행궁로22번길 35,경기도 수원시 팔달구 남창동 55-9,생활방범,4,200,360도전방면,30,2017-07,031-228-3308,37.2800375,127.0131204,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 화서문로48번길 30,경기도 수원시 팔달구 신풍동 136-3,생활방범,4,200,360도전방면,30,2017-07,031-228-3308,37.284038,127.0138877,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 팔달문로 9,경기도 수원시 팔달구 팔달로2가 48-1,생활방범,5,200,360도전방면,30,2017-07,031-228-3308,37.2776492,127.0184195,2021-02-08
"경기도 수원시",,경기도 수원시 팔달구 매교동 211-3,생활방범,4,200,360도전방면,30,2017-07,031-228-3308,37.2699004,127.0183052,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 매산로 93-14,경기도 수원시 팔달구 교동 48-2,생활방범,3,200,360도전방면,30,2017-07,031-228-3308,37.2709283,127.0114731,2021-02-08
"경기도 수원시",,경기도 수원시 팔달구 매산로3가 77-1,생활방범,4,200,360도전방면,30,2017-07,031-228-3308,37.2685407,127.0084513,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 갓매산로25번길 38,경기도 수원시 팔달구 매산로2가 81-9,생활방범,3,200,360도전방면,30,2017-07,031-228-3308,37.2663784,127.0039529,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 팔달로42번길 19,경기도 수원시 팔달구 고등동 99-4,생활방범,4,200,360도전방면,30,2017-07,031-228-3308,37.2724603,127.002927,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 동말로25번길 38,,생활방범,5,200,360도전방면,30,2017-07,031-228-3308,37.279344,126.9961729,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 동말로 48,,생활방범,5,200,360도전방면,30,2017-07,031-228-3308,37.2785152,126.9992512,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 수성로157번길 5-29,,생활방범,5,200,360도전방면,30,2017-07,031-228-3308,37.286984,126.988955,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 화양로68번길 44,,생활방범,3,200,360도전방면,30,2017-07,031-228-3308,37.2825697,126.996759,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 세지로 348-10,경기도 수원시 팔달구 지동 138-57,생활방범,5,200,360도전방면,30,2017-07,031-228-3308,37.2814594,127.0257271,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 팔달문로81번길 5,경기도 수원시 팔달구 지동 136-3,생활방범,5,200,360도전방면,30,2017-07,031-228-3308,37.2804323,127.0249488,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 월드컵로345번길 32,,생활방범,5,200,360도전방면,30,2017-07,031-228-3308,37.2877385,127.0304428,2021-02-08
"경기도 수원시",,경기도 수원시 팔달구 우만1동 183-3,생활방범,5,200,360도전방면,30,2017-07,031-228-3308,37.2838444,127.0370042,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 경수대로616번길 17-3,,생활방범,3,200,360도전방면,30,2017-07,031-228-3308,37.2809266,127.0310267,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 권광로348번길 17-6,,생활방범,4,200,360도전방면,30,2017-07,031-228-3308,37.2778519,127.0391439,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 중부대로223번길 27,,생활방범,5,200,360도전방면,30,2017-07,031-228-3308,37.2772119,127.0401133,2021-02-08
"경기도 수원시",,경기도 수원시 팔달구 인계동 374-12,생활방범,3,200,360도전방면,30,2017-07,031-228-3308,37.2739062,127.0363345,2021-02-08
"경기도 수원시",경기도 수원시 장안구 경수대로 775번길69,경기도 수원시 장안구 영화동 37-217,생활방범,8,200,360도전방면,30,2018-12,031-228-3308,37.2889031,127.0179143,2021-02-08
"경기도 수원시",경기도 수원시 장안구 수원천로 467-10,경기도 수원시 장안구 영화동 37-236,생활방범,1,200,360도전방면,30,2017-06,031-228-3308,37.2939301,127.0228325,2021-02-08
"경기도 수원시",,경기도 수원시 장안구 영화동 380-118,생활방범,7,200,360도전방면,30,2018-12,031-228-3308,37.2937589,127.0230806,2021-02-08
"경기도 수원시",경기도 수원시 장안구 수원천로 455번길 12,경기도 수원시 장안구 영화동 37-41,생활방범,3,200,360도전방면,30,2017-06,031-228-3308,37.2931193,127.0221443,2021-02-08
"경기도 수원시",경기도 수원시 장안구 수원천로 455,경기도 수원시 장안구 영화동 37-50,생활방범,7,200,360도전방면,30,2018-12,031-228-3308,37.2926507,127.0222232,2021-02-08
"경기도 수원시",경기도 수원시 장안구 경수대로 775번길 29-5,경기도 수원시 장안구 영화동 37-272,생활방범,7,200,360도전방면,30,2018-12,031-228-3308,37.2902094,127.0194145,2021-02-08
"경기도 수원시",경기도 수원시 장안구 팔달로 316번길 16-10,경기도 수원시 장안구 영화동 125-1,생활방범,4,200,360도전방면,30,2017-06,031-228-3308,37.2913177,127.0187494,2021-02-08
"경기도 수원시",경기도 수원시 장안구 경수대로776번길 18,경기도 수원시 장안구 영화동 43-3,생활방범,3,200,360도전방면,30,2017-06,031-228-3308,37.292624,127.0204526,2021-02-08
"경기도 수원시",경기도 수원시 장안구 수원천로 428번길 42,경기도 수원시 장안구 연무동 174-7,생활방범,2,200,360도전방면,30,2017-06,031-228-3308,37.2895151,127.0224705,2021-02-08
"경기도 수원시",경기도 수원시 장안구 수원천로 428번길 35,경기도 수원시 장안구 연무동 174-3,생활방범,4,200,360도전방면,30,2017-06,031-228-3308,37.2897945,127.0223352,2021-02-08
"경기도 수원시",,경기도 수원시 장안구 연무동 189-12,생활방범,5,200,360도전방면,30,2017-06,031-228-3308,37.2883714,127.0185909,2021-02-08
"경기도 수원시",경기도 수원시 장안구 수원천로 404-1,경기도 수원시 장안구 연무동 198-54,생활방범,7,200,360도전방면,30,2018-12,031-228-3308,37.2890652,127.018918,2021-02-08
"경기도 수원시",경기도 수원시 장안구 광교산로125번길 10,경기도 수원시 장안구 하광교동 440-42,생활방범,2,200,360도전방면,30,2017-06,031-228-3308,37.2998756,127.0291727,2021-02-08
"경기도 수원시",,경기도 수원시 장안구 연무동 4-20,생활방범,4,200,360도전방면,30,2017-06,031-228-3308,37.3002626,127.0312256,2021-02-08
"경기도 수원시",경기도 수원시 권선구 서둔로 200번길 27-2,경기도 수원시 권선구 서둔동 185-4,생활방범,4,200,360도전방면,30,2017-06,031-228-3308,37.2702688,126.9808969,2021-02-08
"경기도 수원시",경기도 수원시 권선구 서둔로 200번길 26-3,경기도 수원시 권선구 서둔동 154-4,생활방범,2,200,360도전방면,30,2017-06,031-228-3308,37.2700165,126.9808406,2021-02-08
"경기도 수원시",,경기도 수원시 권선구 서둔동 97-74,생활방범,5,200,360도전방면,30,2017-06,031-228-3308,37.2691245,126.9811228,2021-02-08
"경기도 수원시",경기도 수원시 권선구 서호서로 33번길 24-1,경기도 수원시 권선구 서둔동 130-4,생활방범,2,200,360도전방면,30,2017-06,031-228-3308,37.2697918,126.9841779,2021-02-08
"경기도 수원시",경기도 수원시 권선구 서호서로 33번길 39,경기도 수원시 권선구 서둔동 200-88,생활방범,4,200,360도전방면,30,2017-06,031-228-3308,37.2704315,126.9842567,2021-02-08
"경기도 수원시",경기도 수원시 영통구 신원로 250번길 73-14,경기도 수원시 영통구 원천동 410-19,생활방범,4,200,360도전방면,30,2017-06,031-228-3308,37.2581271,127.0641707,2021-02-08
"경기도 수원시",경기도 수원시 영통구 매영로 253-3,경기도 수원시 영통구 원천동 416-1,생활방범,2,200,360도전방면,30,2017-06,031-228-3308,37.2588204,127.0651407,2021-02-08
"경기도 수원시",경기도 수원시 영통구 중부대로 448번길 23,경기도 수원시 영통구 원천동 223,생활방범,5,200,360도전방면,30,2017-06,031-228-3308,37.2681831,127.0631642,2021-02-08
"경기도 수원시",,경기도 수원시 영통구 원천동 392-2,생활방범,5,200,360도전방면,30,2017-06,031-228-3308,37.2587945,127.0629426,2021-02-08
"경기도 수원시",,경기도 수원시 장안구 천천동 535,생활방범,2,200,360도전방면,30,2017-06,031-228-3308,37.297092,126.9794455,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 화양로 29번길 34,경기도 수원시 팔달구 화서동 200-1,생활방범,2,200,360도전방면,30,2017-06,031-228-3308,37.2799026,126.9953948,2021-02-08
"경기도 수원시",경기도 수원시 장안구 파장로7번길 26,경기도 수원시 장안구 송죽동 272-32,생활방범,2,200,360도전방면,30,2017-06,031-228-3308,37.3028969,126.9984717,2021-02-08
"경기도 수원시",경기도 수원시 장안구 파장로7번길 33,경기도 수원시 장안구송죽동 272-100,생활방범,3,200,360도전방면,30,2017-06,031-228-3308,37.3025094,126.9983364,2021-02-08
"경기도 수원시",,경기도 수원시 영통구 망포동 41-42,생활방범,4,200,360도전방면,30,2017-06,031-228-3308,37.2448242,127.0529232,2021-02-08
"경기도 수원시",,경기도 수원시 영통구 망포동 43-37,생활방범,4,200,360도전방면,30,2017-06,031-228-3308,37.2439593,127.0526634,2021-02-08
"경기도 수원시",,경기도 수원시 영통구 망포동 41-46,생활방범,4,200,360도전방면,30,2017-06,031-228-3308,37.2445451,127.0522468,2021-02-08
"경기도 수원시",,경기도 수원시 영통구 망포동 41-6,생활방범,4,200,360도전방면,30,2017-06,031-228-3308,37.2450229,127.0517737,2021-02-08
"경기도 수원시",,경기도 수원시 영통구 망포동 40-29,생활방범,4,200,360도전방면,30,2017-06,031-228-3308,37.2442121,127.0513111,2021-02-08
"경기도 수원시",,경기도 수원시 영통구 망포동 41-64,생활방범,4,200,360도전방면,30,2017-06,031-228-3308,37.2449333,127.0505565,2021-02-08
"경기도 수원시",,경기도 수원시 영통구 망포동 43-7,생활방범,4,200,360도전방면,30,2017-06,031-228-3308,37.2437977,127.0512207,2021-02-08
"경기도 수원시",,경기도 수원시 영통구 망포동 44-34,생활방범,4,200,360도전방면,30,2017-06,031-228-3308,37.2431851,127.0510062,2021-02-08
"경기도 수원시",,경기도 수원시 영통구 망포동 43-39,생활방범,4,200,360도전방면,30,2017-06,031-228-3308,37.2435181,127.0519756,2021-02-08
"경기도 수원시",,경기도 수원시 영통구 망포동 40-71,생활방범,4,200,360도전방면,30,2017-06,031-228-3308,37.2399876,127.0478373,2021-02-08
"경기도 수원시",,경기도 수원시 영통구 망포동 40-71,생활방범,4,200,360도전방면,30,2017-06,031-228-3308,37.2399876,127.0478373,2021-02-08
"경기도 수원시",,경기도 수원시 영통구 망포동 40-14,생활방범,4,200,360도전방면,30,2017-06,031-228-3308,37.2387989,127.0462251,2021-02-08
"경기도 수원시",,경기도 수원시 영통구 망포동 76-1,생활방범,4,200,360도전방면,30,2017-06,031-228-3308,37.2392401,127.0469128,2021-02-08
"경기도 수원시",,경기도 수원시 영통구 망포동 223-3,생활방범,4,200,360도전방면,30,2017-06,031-228-3308,37.2389608,127.0469464,2021-02-08
"경기도 수원시",,경기도 수원시 영통구 망포동 40-14,생활방범,4,200,360도전방면,30,2017-06,031-228-3308,37.2387989,127.0462251,2021-02-08
"경기도 수원시",,경기도 수원시 영통구 망포동 78-25,생활방범,4,200,360도전방면,30,2017-06,031-228-3308,37.2385196,127.0460897,2021-02-08
"경기도 수원시",경기도 수원시 영통구 영통로200번길 99,경기도 수원시 영통구 영통동 1123,생활방범,5,200,360도전방면,30,2017-09,031-228-3308,37.2441892,127.0620293,2021-02-08
"경기도 수원시",경기도 수원시 영통구 영통로200번길 99,경기도 수원시 영통구 영통동 1123,생활방범,5,200,360도전방면,30,2017-09,031-228-3308,37.2441892,127.0620293,2021-02-08
"경기도 수원시",,경기도 수원시 영통구 영통동 1124,생활방범,5,200,360도전방면,30,2017-09,031-228-3308,37.2440449,127.0622772,2021-02-08
"경기도 수원시",경기도 수원시 장안구 율전로 107번길 61,경기도 수원시 장안구 율전동 357-3,생활방범,4,200,360도전방면,30,2017-10,031-228-3308,37.2990708,126.9658207,2021-02-08
"경기도 수원시",경기도 수원시 장안구 율전로 107번길 61,경기도 수원시 장안구 율전동 357-3,생활방범,4,200,360도전방면,30,2017-10,031-228-3308,37.2990708,126.9658207,2021-02-08
"경기도 수원시",,경기도 수원시 장안구 율전동 334-5,생활방범,4,200,360도전방면,30,2017-10,031-228-3308,37.3004583,126.9655038,2021-02-08
"경기도 수원시",,경기도 수원시 영통구 망포동 72-1,어린이보호,4,200,360도전방면,30,2017-06,031-228-3308,37.2411053,127.0469477,2021-02-08
"경기도 수원시",,경기도 수원시 영통구 망포동 53-19,어린이보호,4,200,360도전방면,30,2017-06,031-228-3308,37.2399607,127.0476683,2021-02-08
"경기도 수원시",,경기도 수원시 권선구 금곡동 110-9,생활방범,4,200,360도전방면,30,2017-06,031-228-3308,37.2775666,126.9506992,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 고화로52번길 9-5,,생활방범,2,200,360도전방면,30,2017-07,031-228-3308,37.2740461,127.0066477,2021-02-08
"경기도 수원시",경기도 수원시 장안구 일월로82번길 19-12,경기도 수원시 장안구 천천동 323-12,생활방범,2,200,360도전방면,30,2017-06,031-228-3308,37.2910097,126.9775866,2021-02-08
"경기도 수원시",,경기도 수원시 장안구 영화동 380-112,재난재해,1,200,360도전방면,30,2017-06,031-228-3308,37.2950111,127.0243328,2021-02-08
"경기도 수원시",,경기도 수원시 권선구 고색동 783-1,재난재해,1,200,360도전방면,30,2017-06,031-228-3308,37.234994,126.9845133,2021-02-08
"경기도 수원시",,경기도 수원시 장안구 연무동 산21-7,교통정보수집,1,200,360도전방면,30,2015-04,031-228-3308,37.2896228,127.0248613,2021-02-08
"경기도 수원시",,경기도 수원시 팔달구 인계동 951-10,교통정보수집,1,200,360도전방면,30,2015-04,031-228-3308,37.2684842,127.0278069,2021-02-08
"경기도 수원시",,경기도 수원시 영통구 원천동 455-3,교통정보수집,1,130,360도전방면,30,2012-04,031-228-3308,37.2701032,127.0613619,2021-02-08
"경기도 수원시",,경기도 수원시 장안구 조원1동 675-2,교통정보수집,1,200,360도전방면,30,2015-04,031-228-3308,37.2952921,127.0097277,2021-02-08
"경기도 수원시",,경기도 수원시 팔달구 우만1동 산51-6,교통정보수집,2,200,360도전방면,30,2015-04,031-228-3308,37.2829611,127.0380864,2021-02-08
"경기도 수원시",,경기도 수원시 장안구 정자3동 873-6,교통정보수집,1,200,360도전방면,30,2015-04,031-228-3308,37.2976799,126.9974457,2021-02-08
"경기도 수원시",,경기도 수원시 장안구 정자3동 76-8,교통정보수집,1,200,360도전방면,30,2015-04,031-228-3308,37.2907602,127.002724,2021-02-08
"경기도 수원시",경기도 수원시 팔달구 수성로157번길 5-7,,교통정보수집,1,200,360도전방면,30,2015-04,031-228-3308,37.2860921,126.9896205,2021-02-08
"경기도 수원시",,경기도 수원시 권선구 구운동 30-4,교통정보수집,1,200,360도전방면,30,2015-04,031-228-3308,37.2838716,126.9695602,2021-02-08
"경기도 수원시",,경기도 수원시 팔달구 화서1동 21-2,교통정보수집,1,200,360도전방면,30,2015-04,031-228-3308,37.285399,127.0075843,2021-02-08
"경기도 수원시",,경기도 수원시 팔달구 고등동 261-10,교통정보수집,1,200,360도전방면,30,2015-04,031-228-3308,37.2695139,126.9990938,2021-02-08
"경기도 수원시",,경기도 수원시 팔달구 매산로 3가 31-3,교통정보수집,1,200,360도전방면,30,2015-04,031-228-3308,37.2695949,127.0084176,2021-02-08
"경기도 수원시",,경기도 수원시 팔달구 중동 63-5,교통정보수집,1,200,360도전방면,30,2015-04,031-228-3308,37.2726217,127.0166709,2021-02-08
"경기도 수원시",,경기도 수원시 권선구 평동 59-1,교통정보수집,1,200,360도전방면,30,2015-04,031-228-3308,37.2591791,126.9985307,2021-02-08
"경기도 수원시",,경기도 수원시 권선구 권선2동 877-15,교통정보수집,1,200,360도전방면,30,2015-04,031-228-3308,37.241464,127.0175555,2021-02-08
"경기도 수원시",,경기도 수원시 영통구 영통2동 988-9,교통정보수집,2,200,360도전방면,30,2015-04,031-228-3308,37.2470426,127.0675543,2021-02-08
"경기도 수원시",,경기도 수원시 영통구 매탄3동 1180,교통정보수집,1,200,360도전방면,30,2015-04,031-228-3308,37.2561558,127.0368339,2021-02-08
"경기도 수원시",,경기도 수원시 영통구 매탄1동 908,교통정보수집,1,200,360도전방면,30,2015-04,031-228-3308,37.2675438,127.0402551,2021-02-08
"경기도 수원시",,경기도 수원시 영통구 원천동 101-1,교통정보수집,1,200,360도전방면,30,2015-04,031-228-3308,37.2733507,127.0531676,2021-02-08
"경기도 수원시",,경기도 수원시 영통구 원천동 293-1,교통정보수집,1,200,360도전방면,30,2015-04,031-228-3308,37.2680451,127.0684404,2021-02-08
"경기도 수원시",,경기도 수원시 영통구 이의동 422-10,교통정보수집,1,200,360도전방면,30,2015-04,031-228-3308,37.2947335,127.0495841,2021-02-08
"경기도 수원시",,경기도 수원시 팔달구 지동 123-11,교통정보수집,1,200,360도전방면,30,2015-04,031-228-3308,37.2761527,127.0236734,2021-02-08
"경기도 수원시",,경기도 수원시 장안구 조원1동 920,교통정보수집,1,200,360도전방면,30,2015-04,031-228-3308,37.2951474,127.0161449,2021-02-08
"경기도 수원시",,경기도 수원시 팔달구 우만1동 582-1,교통정보수집,1,200,360도전방면,30,2015-04,031-228-3308,37.2915142,127.0288315,2021-02-08
"경기도 수원시",,경기도 수원시 장안구 파장동 108-4,교통정보수집,1,200,360도전방면,30,2015-04,031-228-3308,37.3187271,126.9885317,2021-02-08
"경기도 수원시",,경기도 수원시 영통구 매탄동 102-5,교통정보수집,1,200,360도전방면,30,2015-04,031-228-3308,37.2730193,127.0480599,2021-02-08
"경기도 수원시",,경기도 수원시 팔달구 매산로 1가 69-1,교통정보수집,1,200,360도전방면,30,2015-04,031-228-3308,37.266928,127.0009541,2021-02-08
"경기도 수원시",,경기도 수원시 권선구 세류1동147-2,교통정보수집,1,200,360도전방면,30,2015-04,031-228-3308,37.2623773,127.0142227,2021-02-08
"경기도 수원시",,경기도 수원시 영통구 영통동 945-1,교통정보수집,2,200,360도전방면,30,2015-04,031-228-3308,37.2674607,127.0811907,2021-02-08
"경기도 수원시",,경기도 수원시 영통구 매탄동 673-85,교통정보수집,1,200,360도전방면,30,2015-04,031-228-3308,37.251461,127.0416448,2021-02-08
"경기도 수원시",,경기도 수원시 권선구 세류2동 1029-3,교통정보수집,2,200,360도전방면,30,2015-04,031-228-3308,37.2539618,127.0117304,2021-02-08
"경기도 수원시",,경기도 수원시 권선구 고색동 885-51,교통정보수집,1,200,360도전방면,30,2015-04,031-228-3308,37.2496882,126.9756505,2021-02-08
"경기도 수원시",,경기도 수원시 권선구 세류2동 1216,교통정보수집,2,200,360도전방면,30,2015-04,031-228-3308,37.2502129,127.017839,2021-02-08
"경기도 수원시",,경기도 수원시 장안구 조원1동 904,교통정보수집,1,200,360도전방면,30,2015-04,031-228-3308,37.3020949,127.0094464,2021-02-08
"경기도 수원시",,경기도 수원시 팔달구 인계동 939,교통정보수집,2,200,360도전방면,30,2015-04,031-228-3308,37.2776288,127.0313863,2021-02-08
"경기도 수원시",,경기도 수원시 권선구 권선1동 961,교통정보수집,1,200,360도전방면,30,2015-04,031-228-3308,37.2603217,127.0235338,2021-02-08
"경기도 수원시",,경기도 수원시 팔달구 인계동 465-2,교통정보수집,1,200,360도전방면,30,2015-04,031-228-3308,37.2671853,127.0335582,2021-02-08
"경기도 수원시",,경기도 수원시 권선구 권선2동 162-4,교통정보수집,1,200,360도전방면,30,2015-04,031-228-3308,37.2462369,127.0314984,2021-02-08
"경기도 수원시",,경기도 수원시 권선구 고색동 894-30,교통정보수집,1,200,360도전방면,30,2015-04,031-228-3308,37.2598513,126.9735952,2021-02-08
