단지코드,총세대수,임대건물구분,지역,공급유형,전용면적,전용면적별세대수,공가수,자격유형,임대보증금,임대료,도보 10분거리 내 지하철역 수(환승노선 수 반영),도보 10분거리 내 버스정류장 수,단지내주차면수,등록차량수
C1143,693,아파트,경기도,국민임대,45.53,238,3.0,A,20333000,205880,1.0,11.0,717.0,632.0
C2188,136,아파트,경기도,국민임대,39.42,136,3.0,A,19221000,175780,0.0,2.0,136.0,125.0
C2651,225,아파트,경기도,국민임대,39.51,113,5.0,A,19318000,176650,0.0,2.0,277.0,282.0
C2651,225,아파트,경기도,국민임대,46.18,112,5.0,A,22241000,209710,0.0,2.0,277.0,282.0
C1036,742,아파트,경기도,국민임대,36.65,135,13.0,A,18476000,154790,0.0,3.0,1016.0,1279.0
C1036,742,아파트,경기도,국민임대,46.9,45,13.0,A,34082000,232200,0.0,3.0,1016.0,1279.0
C1036,742,아파트,경기도,국민임대,46.9,171,13.0,A,34082000,232200,0.0,3.0,1016.0,1279.0
C1036,742,아파트,경기도,국민임대,46.9,81,13.0,A,34082000,232200,0.0,3.0,1016.0,1279.0
C1036,742,아파트,경기도,국민임대,46.9,90,13.0,A,34082000,232200,0.0,3.0,1016.0,1279.0
C1036,742,아파트,경기도,국민임대,51.93,184,13.0,A,43819000,275900,0.0,3.0,1016.0,1279.0
C1036,742,아파트,경기도,국민임대,51.93,36,13.0,A,43819000,275900,0.0,3.0,1016.0,1279.0
C2657,866,아파트,경기도,국민임대,36.65,238,7.0,A,18476000,154790,0.0,4.0,692.0,782.0
C2657,866,아파트,경기도,국민임대,46.9,74,7.0,A,34082000,232200,0.0,4.0,692.0,782.0
C2657,866,아파트,경기도,국민임대,46.9,148,7.0,A,34082000,232200,0.0,4.0,692.0,782.0
C2657,866,아파트,경기도,국민임대,46.9,102,7.0,A,34082000,232200,0.0,4.0,692.0,782.0
C2657,866,아파트,경기도,국민임대,46.9,140,7.0,A,34082000,232200,0.0,4.0,692.0,782.0
C2657,866,아파트,경기도,국민임대,51.93,134,7.0,A,43819000,275900,0.0,4.0,692.0,782.0
C2657,866,아파트,경기도,국민임대,51.93,30,7.0,A,43819000,275900,0.0,4.0,692.0,782.0
C2527,383,아파트,경기도,국민임대,36.65,133,8.0,A,18476000,154790,0.0,3.0,317.0,375.0
C2527,383,아파트,경기도,국민임대,46.9,45,8.0,A,34082000,232200,0.0,3.0,317.0,375.0
C2527,383,아파트,경기도,국민임대,46.9,85,8.0,A,34082000,232200,0.0,3.0,317.0,375.0
C2527,383,아파트,경기도,국민임대,51.93,100,8.0,A,43819000,275900,0.0,3.0,317.0,375.0
C2527,383,아파트,경기도,국민임대,51.93,20,8.0,A,43819000,275900,0.0,3.0,317.0,375.0
C1502,407,아파트,울산광역시,국민임대,46.9,241,7.0,A,19895000,160400,0.0,5.0,552.0,438.0
C1502,407,아파트,울산광역시,국민임대,46.9,166,7.0,A,19895000,160400,0.0,5.0,552.0,438.0
C2262,720,아파트,울산광역시,국민임대,39.45,128,30.0,A,17342000,136250,0.0,4.0,581.0,540.0
C2262,720,아파트,울산광역시,국민임대,39.63,105,30.0,A,17342000,136250,0.0,4.0,581.0,540.0
C2262,720,아파트,울산광역시,국민임대,39.63,15,30.0,A,17342000,136250,0.0,4.0,581.0,540.0
C2262,720,아파트,울산광역시,국민임대,46.7,85,30.0,A,24775000,185810,0.0,4.0,581.0,540.0
C2262,720,아파트,울산광역시,국민임대,46.9,87,30.0,A,24775000,185810,0.0,4.0,581.0,540.0
C2262,720,아파트,울산광역시,국민임대,46.9,15,30.0,A,24775000,185810,0.0,4.0,581.0,540.0
C2262,720,아파트,울산광역시,국민임대,51.93,225,30.0,A,28921000,241010,0.0,4.0,581.0,540.0
C2262,720,아파트,울산광역시,국민임대,51.93,60,30.0,A,28921000,241010,0.0,4.0,581.0,540.0
C1084,280,아파트,경상북도,국민임대,39.63,84,2.0,A,11858000,81130,0.0,2.0,280.0,226.0
C1084,280,아파트,경상북도,국민임대,39.63,12,2.0,A,11858000,81130,0.0,2.0,280.0,226.0
C1084,280,아파트,경상북도,국민임대,46.9,91,2.0,A,16104000,109840,0.0,2.0,280.0,226.0
C1084,280,아파트,경상북도,국민임대,46.9,45,2.0,A,16104000,109840,0.0,2.0,280.0,226.0
C1084,280,아파트,경상북도,국민임대,59.89,16,2.0,A,24218000,164770,0.0,2.0,280.0,226.0
C1084,280,아파트,경상북도,국민임대,59.89,32,2.0,A,24218000,164770,0.0,2.0,280.0,226.0
C2530,307,아파트,강원도,국민임대,39.93,40,19.0,A,16102000,198190,0.0,5.0,296.0,302.0
C2530,307,아파트,강원도,국민임대,39.93,13,19.0,A,16102000,198190,0.0,5.0,296.0,302.0
C2530,307,아파트,강원도,국민임대,46.96,30,19.0,A,28491000,222970,0.0,5.0,296.0,302.0
C2530,307,아파트,강원도,국민임대,46.96,15,19.0,A,28491000,222970,0.0,5.0,296.0,302.0
C2530,307,아파트,강원도,국민임대,59.78,156,19.0,A,37164000,322080,0.0,5.0,296.0,302.0
C2530,307,아파트,강원도,국민임대,59.84,53,19.0,A,37164000,322080,0.0,5.0,296.0,302.0
C1046,232,아파트,강원도,국민임대,36.62,129,9.0,A,13625000,161020,0.0,4.0,195.0,156.0
C1046,232,아파트,강원도,국민임대,36.62,45,9.0,A,13625000,161020,0.0,4.0,195.0,156.0
C1046,232,아파트,강원도,국민임대,51.93,58,9.0,A,28491000,284910,0.0,4.0,195.0,156.0
C1761,602,아파트,강원도,국민임대,36.62,150,18.0,A,11234000,138550,0.0,2.0,715.0,730.0
C1761,602,아파트,강원도,국민임대,46.9,73,18.0,A,19349000,210970,0.0,2.0,715.0,730.0
C1761,602,아파트,강원도,국민임대,46.9,148,18.0,A,19349000,210970,0.0,2.0,715.0,730.0
C1761,602,아파트,강원도,국민임대,47.4,15,18.0,A,19973000,214710,0.0,2.0,715.0,730.0
C1761,602,아파트,강원도,국민임대,51.93,76,18.0,A,27465000,232200,0.0,2.0,715.0,730.0
C1761,602,아파트,강원도,국민임대,51.93,140,18.0,A,27465000,232200,0.0,2.0,715.0,730.0
C1102,522,아파트,강원도,국민임대,36.65,120,21.0,A,9908000,127580,0.0,7.0,525.0,417.0
C1102,522,아파트,강원도,국민임대,36.65,60,21.0,A,9908000,127580,0.0,7.0,525.0,417.0
C1102,522,아파트,강원도,국민임대,46.91,170,21.0,A,17342000,208110,0.0,7.0,525.0,417.0
C1102,522,아파트,강원도,국민임대,46.91,82,21.0,A,17342000,208110,0.0,7.0,525.0,417.0
C1102,522,아파트,강원도,국민임대,51.93,75,21.0,A,26014000,221730,0.0,7.0,525.0,417.0
C1102,522,아파트,강원도,국민임대,51.93,15,21.0,A,26014000,221730,0.0,7.0,525.0,417.0
C2420,457,아파트,대구광역시,국민임대,39.63,103,3.0,A,18726000,131070,1.0,8.0,537.0,505.0
C2420,457,아파트,대구광역시,국민임대,39.63,16,3.0,A,18726000,131070,1.0,8.0,537.0,505.0
C2420,457,아파트,대구광역시,국민임대,46.9,52,3.0,A,25468000,174770,1.0,8.0,537.0,505.0
C2420,457,아파트,대구광역시,국민임대,46.9,26,3.0,A,25468000,174770,1.0,8.0,537.0,505.0
C2420,457,아파트,대구광역시,국민임대,51.93,78,3.0,A,32459000,224710,1.0,8.0,537.0,505.0
C2420,457,아파트,대구광역시,국민임대,51.93,52,3.0,A,32459000,224710,1.0,8.0,537.0,505.0
C2420,457,아파트,대구광역시,국민임대,59.89,130,3.0,A,38077000,260920,1.0,8.0,537.0,505.0
C1122,808,아파트,대구광역시,국민임대,39.48,129,7.0,A,17851000,122320,2.0,2.0,728.0,1077.0
C1122,808,아파트,대구광역시,국민임대,39.72,54,7.0,A,17851000,122320,2.0,2.0,728.0,1077.0
C1122,808,아파트,대구광역시,국민임대,39.72,36,7.0,A,17851000,122320,2.0,2.0,728.0,1077.0
C1122,808,아파트,대구광역시,국민임대,46.89,44,7.0,A,24093000,164770,2.0,2.0,728.0,1077.0
C1122,808,아파트,대구광역시,국민임대,46.9,298,7.0,A,24093000,164770,2.0,2.0,728.0,1077.0
C1122,808,아파트,대구광역시,국민임대,46.9,118,7.0,A,24093000,164770,2.0,2.0,728.0,1077.0
C1122,808,아파트,대구광역시,국민임대,46.9,129,7.0,A,24093000,164770,2.0,2.0,728.0,1077.0
C2042,712,아파트,대구광역시,국민임대,39.48,129,13.0,A,17851000,122320,2.0,7.0,641.0,757.0
C2042,712,아파트,대구광역시,국민임대,46.89,44,13.0,A,24093000,164770,2.0,7.0,641.0,757.0
C2042,712,아파트,대구광역시,국민임대,46.9,280,13.0,A,24093000,164770,2.0,7.0,641.0,757.0
C2042,712,아파트,대구광역시,국민임대,46.9,130,13.0,A,24093000,164770,2.0,7.0,641.0,757.0
C2042,712,아파트,대구광역시,국민임대,46.9,129,13.0,A,24093000,164770,2.0,7.0,641.0,757.0
C1375,757,아파트,경상남도,국민임대,46.9,141,21.0,A,22471000,137310,0.0,12.0,761.0,754.0
C1375,757,아파트,경상남도,국민임대,46.9,95,21.0,A,22471000,137310,0.0,12.0,761.0,754.0
C1375,757,아파트,경상남도,국민임대,46.91,63,21.0,A,22471000,137310,0.0,12.0,761.0,754.0
C1375,757,아파트,경상남도,국민임대,46.91,31,21.0,A,22471000,137310,0.0,12.0,761.0,754.0
C1375,757,아파트,경상남도,국민임대,51.93,29,21.0,A,24969000,149810,0.0,12.0,761.0,754.0
C1375,757,아파트,경상남도,국민임대,51.93,19,21.0,A,24969000,149810,0.0,12.0,761.0,754.0
C1375,757,아파트,경상남도,국민임대,59.88,379,21.0,A,31210000,187260,0.0,12.0,761.0,754.0
C1410,356,아파트,충청북도,국민임대,36.65,156,10.0,A,9154000,76260,0.0,3.0,550.0,815.0
C1410,356,아파트,충청북도,국민임대,36.65,52,10.0,A,9154000,76260,0.0,3.0,550.0,815.0
C1410,356,아파트,충청북도,국민임대,59.88,148,10.0,A,20247000,163650,0.0,3.0,550.0,815.0
C1641,283,아파트,경상남도,국민임대,36.62,90,8.0,A,8435000,71380,0.0,1.0,227.0,268.0
C1641,283,아파트,경상남도,국민임대,46.9,86,8.0,A,11682000,103840,0.0,1.0,227.0,268.0
C1641,283,아파트,경상남도,국민임대,51.93,87,8.0,A,14278000,124610,0.0,1.0,227.0,268.0
C1641,283,아파트,경상남도,국민임대,51.93,20,8.0,A,14278000,124610,0.0,1.0,227.0,268.0
C1706,467,아파트,경기도,국민임대,36.72,86,7.0,A,20233000,158060,1.0,5.0,403.0,362.0
C1706,467,아파트,경기도,국민임대,36.72,74,7.0,A,20233000,158060,1.0,5.0,403.0,362.0
C1706,467,아파트,경기도,국민임대,51.92,204,7.0,A,29086000,249130,1.0,5.0,403.0,362.0
C1706,467,아파트,경기도,국민임대,51.92,89,7.0,A,29086000,249130,1.0,5.0,403.0,362.0
C1706,467,아파트,경기도,국민임대,53.26,14,7.0,A,29086000,261760,1.0,5.0,403.0,362.0
C1307,506,아파트,경기도,국민임대,36.91,60,9.0,A,17977000,149810,0.0,3.0,436.0,504.0
C1307,506,아파트,경기도,국민임대,36.93,95,9.0,A,17977000,149810,0.0,3.0,436.0,504.0
C1307,506,아파트,경기도,국민임대,46.96,106,9.0,A,31834000,240930,0.0,3.0,436.0,504.0
C1307,506,아파트,경기도,국민임대,46.96,9,9.0,A,31834000,240930,0.0,3.0,436.0,504.0
C1307,506,아파트,경기도,국민임대,46.96,49,9.0,A,31834000,240930,0.0,3.0,436.0,504.0
C1307,506,아파트,경기도,국민임대,51.97,118,9.0,A,41697000,284650,0.0,3.0,436.0,504.0
C1307,506,아파트,경기도,국민임대,51.97,10,9.0,A,41697000,284650,0.0,3.0,436.0,504.0
C1307,506,아파트,경기도,국민임대,59.94,59,9.0,A,58053000,357050,0.0,3.0,436.0,504.0
C2601,243,아파트,경기도,국민임대,51.86,24,7.0,A,41697000,284650,0.0,3.0,214.0,281.0
C2601,243,아파트,경기도,국민임대,51.9,24,7.0,A,41697000,284650,0.0,3.0,214.0,281.0
C2601,243,아파트,경기도,국민임대,51.97,56,7.0,A,41697000,284650,0.0,3.0,214.0,281.0
C2601,243,아파트,경기도,국민임대,51.97,83,7.0,A,41697000,284650,0.0,3.0,214.0,281.0
C2601,243,아파트,경기도,국민임대,59.94,56,7.0,A,58053000,357050,0.0,3.0,214.0,281.0
C1085,525,아파트,경기도,국민임대,36.63,225,4.0,A,13952000,111230,0.0,2.0,422.0,521.0
C1085,525,아파트,경기도,국민임대,36.63,45,4.0,A,13952000,111230,0.0,2.0,422.0,521.0
C1085,525,아파트,경기도,국민임대,46.22,180,4.0,A,17600000,155990,0.0,2.0,422.0,521.0
C1085,525,아파트,경기도,국민임대,46.22,75,4.0,A,17600000,155990,0.0,2.0,422.0,521.0
C2385,445,아파트,경기도,국민임대,46.9,172,4.0,A,25023000,170940,0.0,4.0,404.0,552.0
C2385,445,아파트,경기도,국민임대,46.9,68,4.0,A,25023000,170940,0.0,4.0,404.0,552.0
C2385,445,아파트,경기도,국민임대,51.93,164,4.0,A,30969000,211820,0.0,4.0,404.0,552.0
C2385,445,아파트,경기도,국민임대,51.93,41,4.0,A,30969000,211820,0.0,4.0,404.0,552.0
C1059,514,아파트,전라북도,국민임대,39.51,126,7.0,A,14908000,94030,0.0,8.0,362.0,246.0
C1059,514,아파트,전라북도,국민임대,39.84,91,7.0,A,14908000,94030,0.0,8.0,362.0,246.0
C1059,514,아파트,전라북도,국민임대,39.84,39,7.0,A,14908000,94030,0.0,8.0,362.0,246.0
C1059,514,아파트,전라북도,국민임대,46.18,126,7.0,A,19000000,112790,0.0,8.0,362.0,246.0
C1059,514,아파트,전라북도,국민임대,46.73,88,7.0,A,19000000,112790,0.0,8.0,362.0,246.0
C1059,514,아파트,전라북도,국민임대,46.73,44,7.0,A,19000000,112790,0.0,8.0,362.0,246.0
C2162,374,아파트,전라북도,국민임대,51.93,116,7.0,A,18425000,102350,0.0,1.0,281.0,347.0
C2162,374,아파트,전라북도,국민임대,51.93,58,7.0,A,18425000,102350,0.0,1.0,281.0,347.0
C2162,374,아파트,전라북도,국민임대,59.88,200,7.0,A,21796000,121070,0.0,1.0,281.0,347.0
C1819,330,아파트,전라남도,국민임대,51.93,100,15.0,A,16213000,110960,0.0,1.0,253.0,272.0
C1819,330,아파트,전라남도,국민임대,51.93,50,15.0,A,16213000,110960,0.0,1.0,253.0,272.0
C1819,330,아파트,전라남도,국민임대,59.88,180,15.0,A,21202000,139490,0.0,1.0,253.0,272.0
C2325,378,아파트,전라북도,국민임대,36.64,118,3.0,A,10651000,74300,0.0,1.0,265.0,293.0
C2325,378,아파트,전라북도,국민임대,46.89,80,3.0,A,15360000,85460,0.0,1.0,265.0,293.0
C2325,378,아파트,전라북도,국민임대,46.89,96,3.0,A,15360000,85460,0.0,1.0,265.0,293.0
C2325,378,아파트,전라북도,국민임대,51.91,57,3.0,A,17342000,96610,0.0,1.0,265.0,293.0
C2325,378,아파트,전라북도,국민임대,51.91,27,3.0,A,17342000,96610,0.0,1.0,265.0,293.0
C2394,277,아파트,충청남도,국민임대,39.59,56,20.0,A,13007000,111470,0.0,2.0,222.0,254.0
C2394,277,아파트,충청남도,국민임대,39.63,15,20.0,A,13007000,111470,0.0,2.0,222.0,254.0
C2394,277,아파트,충청남도,국민임대,39.63,15,20.0,A,13007000,111470,0.0,2.0,222.0,254.0
C2394,277,아파트,충청남도,국민임대,46.9,45,20.0,E,65856600,34290,0.0,2.0,222.0,254.0
C2394,277,아파트,충청남도,국민임대,46.9,15,20.0,E,65856600,34290,0.0,2.0,222.0,254.0
C2394,277,아파트,충청남도,국민임대,46.9,42,20.0,E,65856600,34290,0.0,2.0,222.0,254.0
C2394,277,아파트,충청남도,국민임대,51.93,14,20.0,E,81223800,42300,0.0,2.0,222.0,254.0
C2394,277,아파트,충청남도,국민임대,51.93,75,20.0,E,81223800,42300,0.0,2.0,222.0,254.0
C1133,856,아파트,전라북도,국민임대,33.7,150,10.0,A,14863000,92900,0.0,3.0,777.0,842.0
C1133,856,아파트,전라북도,국민임대,36.47,130,10.0,A,17342000,105280,0.0,3.0,777.0,842.0
C1133,856,아파트,전라북도,국민임대,36.57,76,10.0,A,17342000,105280,0.0,3.0,777.0,842.0
C1133,856,아파트,전라북도,국민임대,46.75,75,10.0,A,27252000,154830,0.0,3.0,777.0,842.0
C1133,856,아파트,전라북도,국민임대,46.98,315,10.0,A,27252000,154830,0.0,3.0,777.0,842.0
C1133,856,아파트,전라북도,국민임대,51.88,110,10.0,A,33448000,192000,0.0,3.0,777.0,842.0
C1281,646,아파트,전라북도,국민임대,33.7,116,4.0,A,14863000,92900,0.0,3.0,583.0,484.0
C1281,646,아파트,전라북도,국민임대,36.47,97,4.0,A,17342000,105280,0.0,3.0,583.0,484.0
C1281,646,아파트,전라북도,국민임대,36.57,220,4.0,A,17342000,105280,0.0,3.0,583.0,484.0
C1281,646,아파트,전라북도,국민임대,46.75,58,4.0,A,27252000,154830,0.0,3.0,583.0,484.0
C1281,646,아파트,전라북도,국민임대,46.98,155,4.0,A,27252000,154830,0.0,3.0,583.0,484.0
C1194,511,아파트,제주특별자치도,국민임대,51.61,29,3.0,A,18968000,207380,0.0,4.0,413.0,585.0
C1194,511,아파트,제주특별자치도,국민임대,51.86,148,3.0,A,18968000,209910,0.0,4.0,413.0,585.0
C1194,511,아파트,제주특별자치도,국민임대,51.87,15,3.0,A,18968000,209910,0.0,4.0,413.0,585.0
C1194,511,아파트,제주특별자치도,국민임대,51.99,86,3.0,A,18968000,209910,0.0,4.0,413.0,585.0
C1194,511,아파트,제주특별자치도,국민임대,59.57,233,3.0,A,21497000,268730,0.0,4.0,413.0,585.0
C2308,285,아파트,강원도,국민임대,51.92,39,3.0,A,12646000,177040,0.0,1.0,200.0,244.0
C2308,285,아파트,강원도,국민임대,51.99,78,3.0,A,12646000,187150,0.0,1.0,200.0,244.0
C2308,285,아파트,강원도,국민임대,59.57,168,3.0,A,13909000,204850,0.0,1.0,200.0,244.0
C2036,256,아파트,강원도,국민임대,46.9,29,2.0,A,17477000,106090,0.0,1.0,199.0,258.0
C2036,256,아파트,강원도,국민임대,46.9,87,2.0,A,17477000,106090,0.0,1.0,199.0,258.0
C2036,256,아파트,강원도,국민임대,46.9,58,2.0,A,17477000,106090,0.0,1.0,199.0,258.0
C2036,256,아파트,강원도,국민임대,59.88,82,2.0,A,23720000,187260,0.0,1.0,199.0,258.0
C1394,466,아파트,전라북도,국민임대,36.63,177,0.0,A,11303000,73650,0.0,1.0,329.0,271.0
C1394,466,아파트,전라북도,국민임대,36.63,68,0.0,A,11303000,73650,0.0,1.0,329.0,271.0
C1394,466,아파트,전라북도,국민임대,46.22,154,0.0,A,13813000,112860,0.0,1.0,329.0,271.0
C1394,466,아파트,전라북도,국민임대,46.22,67,0.0,A,13813000,112860,0.0,1.0,329.0,271.0
C1180,314,아파트,전라북도,국민임대,51.93,50,15.0,A,16789000,93530,0.0,1.0,241.0,311.0
C1180,314,아파트,전라북도,국민임대,51.93,104,15.0,A,16789000,93530,0.0,1.0,241.0,311.0
C1180,314,아파트,전라북도,국민임대,59.88,160,15.0,A,19187000,110310,0.0,1.0,241.0,311.0
C2503,382,아파트,제주특별자치도,국민임대,39.51,175,7.0,A,13979000,109270,0.0,2.0,306.0,327.0
C2503,382,아파트,제주특별자치도,국민임대,39.84,34,7.0,A,13979000,110550,0.0,2.0,306.0,327.0
C2503,382,아파트,제주특별자치도,국민임대,39.84,19,7.0,A,13979000,110550,0.0,2.0,306.0,327.0
C2503,382,아파트,제주특별자치도,국민임대,46.11,136,7.0,A,16520000,137240,0.0,2.0,306.0,327.0
C2503,382,아파트,제주특별자치도,국민임대,46.11,7,7.0,A,16520000,137240,0.0,2.0,306.0,327.0
C2503,382,아파트,제주특별자치도,국민임대,46.11,11,7.0,A,16520000,137240,0.0,2.0,306.0,327.0
C1907,212,아파트,제주특별자치도,국민임대,39.39,28,7.0,A,10528000,87960,0.0,3.0,163.0,207.0
C1907,212,아파트,제주특별자치도,국민임대,39.5,25,7.0,A,10528000,87960,0.0,3.0,163.0,207.0
C1907,212,아파트,제주특별자치도,국민임대,39.63,56,7.0,A,10528000,87960,0.0,3.0,163.0,207.0
C1907,212,아파트,제주특별자치도,국민임대,49.37,28,7.0,A,14244000,119490,0.0,3.0,163.0,207.0
C1907,212,아파트,제주특별자치도,국민임대,49.63,26,7.0,A,14244000,119490,0.0,3.0,163.0,207.0
C1907,212,아파트,제주특별자치도,국민임대,49.7,49,7.0,A,14244000,119490,0.0,3.0,163.0,207.0
C2181,872,아파트,충청북도,국민임대,36.62,453,15.0,A,9908000,90410,0.0,6.0,733.0,683.0
C2181,872,아파트,충청북도,국민임대,36.62,89,15.0,A,9908000,90410,0.0,6.0,733.0,683.0
C2181,872,아파트,충청북도,국민임대,46.9,45,15.0,A,14863000,133780,0.0,6.0,733.0,683.0
C2181,872,아파트,충청북도,국민임대,46.9,90,15.0,A,14863000,133780,0.0,6.0,733.0,683.0
C2181,872,아파트,충청북도,국민임대,51.93,117,15.0,A,16723000,161020,0.0,6.0,733.0,683.0
C2181,872,아파트,충청북도,국민임대,51.93,78,15.0,A,16723000,161020,0.0,6.0,733.0,683.0
C1768,508,아파트,충청북도,국민임대,51.88,246,4.0,A,14643000,136930,0.0,1.0,370.0,670.0
C1768,508,아파트,충청북도,국민임대,59.57,262,4.0,A,16814000,161420,0.0,1.0,370.0,670.0
C1783,594,아파트,대구광역시,국민임대,39.48,180,16.0,A,17004000,115520,1.0,6.0,596.0,570.0
C1783,594,아파트,대구광역시,국민임대,46.9,45,16.0,A,23496000,160960,1.0,6.0,596.0,570.0
C1783,594,아파트,대구광역시,국민임대,46.9,30,16.0,A,23496000,160960,1.0,6.0,596.0,570.0
C1783,594,아파트,대구광역시,국민임대,46.9,135,16.0,A,23496000,160960,1.0,6.0,596.0,570.0
C1783,594,아파트,대구광역시,국민임대,59.88,204,16.0,A,36089000,246650,1.0,6.0,596.0,570.0
C2192,514,아파트,충청북도,국민임대,33.95,180,16.0,A,8670000,79260,0.0,2.0,442.0,324.0
C2192,514,아파트,충청북도,국민임대,39.8,130,16.0,A,11147000,100320,0.0,2.0,442.0,324.0
C2192,514,아파트,충청북도,국민임대,39.8,42,16.0,A,11147000,100320,0.0,2.0,442.0,324.0
C2192,514,아파트,충청북도,국민임대,46.99,90,16.0,A,16102000,131290,0.0,2.0,442.0,324.0
C2192,514,아파트,충청북도,국민임대,46.99,72,16.0,A,16102000,131290,0.0,2.0,442.0,324.0
C2346,558,아파트,충청북도,국민임대,46.9,164,12.0,A,13357000,113780,0.0,3.0,449.0,553.0
C2346,558,아파트,충청북도,국민임대,46.9,30,12.0,A,13357000,113780,0.0,3.0,449.0,553.0
C2346,558,아파트,충청북도,국민임대,51.93,88,12.0,A,16168000,141080,0.0,3.0,449.0,553.0
C2346,558,아파트,충청북도,국민임대,51.93,132,12.0,A,16168000,141080,0.0,3.0,449.0,553.0
C2346,558,아파트,충청북도,국민임대,59.88,144,12.0,A,19593000,173960,0.0,3.0,449.0,553.0
C2680,758,아파트,경상남도,국민임대,36.63,486,19.0,A,20233000,98630,0.0,7.0,564.0,590.0
C2680,758,아파트,경상남도,국민임대,46.71,149,19.0,A,25293000,145410,0.0,7.0,564.0,590.0
C2680,758,아파트,경상남도,국민임대,46.71,123,19.0,A,25293000,145410,0.0,7.0,564.0,590.0
C2631,812,아파트,경상남도,국민임대,39.49,127,2.0,A,14487000,88120,0.0,3.0,612.0,638.0
C2631,812,아파트,경상남도,국민임대,39.88,135,2.0,A,14487000,88120,0.0,3.0,612.0,638.0
C2631,812,아파트,경상남도,국민임대,39.88,60,2.0,A,14487000,88120,0.0,3.0,612.0,638.0
C2631,812,아파트,경상남도,국민임대,46.45,129,2.0,A,20525000,102620,0.0,3.0,612.0,638.0
C2631,812,아파트,경상남도,국민임대,46.96,45,2.0,A,20525000,102620,0.0,3.0,612.0,638.0
C2631,812,아파트,경상남도,국민임대,46.96,30,2.0,A,20525000,102620,0.0,3.0,612.0,638.0
C2631,812,아파트,경상남도,국민임대,51.86,286,2.0,A,27044000,120730,0.0,3.0,612.0,638.0
C2141,504,아파트,경상남도,국민임대,36.62,120,2.0,A,18581000,136250,0.0,6.0,445.0,495.0
C2141,504,아파트,경상남도,국민임대,41.99,120,2.0,A,24775000,185810,0.0,6.0,445.0,495.0
C2141,504,아파트,경상남도,국민임대,46.9,120,2.0,A,30969000,247750,0.0,6.0,445.0,495.0
C2141,504,아파트,경상남도,국민임대,46.9,144,2.0,A,30969000,247750,0.0,6.0,445.0,495.0
C1569,631,아파트,경상남도,국민임대,36.19,43,8.0,A,12571000,87980,0.0,3.0,442.0,528.0
C1569,631,아파트,경상남도,국민임대,36.23,46,8.0,A,12571000,87980,0.0,3.0,442.0,528.0
C1569,631,아파트,경상남도,국민임대,36.3,23,8.0,A,12571000,87980,0.0,3.0,442.0,528.0
C1569,631,아파트,경상남도,국민임대,36.63,227,8.0,A,12571000,87980,0.0,3.0,442.0,528.0
C1569,631,아파트,경상남도,국민임대,36.63,53,8.0,A,12571000,87980,0.0,3.0,442.0,528.0
C1569,631,아파트,경상남도,국민임대,46.22,200,8.0,A,16341000,108080,0.0,3.0,442.0,528.0
C1569,631,아파트,경상남도,국민임대,46.22,39,8.0,A,16341000,108080,0.0,3.0,442.0,528.0
C2099,332,아파트,강원도,국민임대,39.56,80,3.0,A,9111000,76130,0.0,2.0,258.0,383.0
C2099,332,아파트,강원도,국민임대,46.9,76,3.0,A,12483000,102350,0.0,2.0,258.0,383.0
C2099,332,아파트,강원도,국민임대,46.9,36,3.0,A,12483000,102350,0.0,2.0,258.0,383.0
C2099,332,아파트,강원도,국민임대,46.9,84,3.0,A,12483000,102350,0.0,2.0,258.0,383.0
C2099,332,아파트,강원도,국민임대,59.89,56,3.0,A,18726000,154790,0.0,2.0,258.0,383.0
C2287,409,아파트,충청북도,국민임대,39.72,38,18.0,A,10073000,83540,0.0,3.0,330.0,284.0
C2287,409,아파트,충청북도,국민임대,39.72,25,18.0,A,10073000,83540,0.0,3.0,330.0,284.0
C2287,409,아파트,충청북도,국민임대,46.9,167,18.0,A,13759000,113560,0.0,3.0,330.0,284.0
C2287,409,아파트,충청북도,국민임대,46.9,39,18.0,A,13759000,113560,0.0,3.0,330.0,284.0
C2287,409,아파트,충청북도,국민임대,46.9,75,18.0,A,13759000,113560,0.0,3.0,330.0,284.0
C2287,409,아파트,충청북도,국민임대,51.93,26,18.0,A,16507000,141830,0.0,3.0,330.0,284.0
C2287,409,아파트,충청북도,국민임대,51.93,39,18.0,A,16507000,141830,0.0,3.0,330.0,284.0
C2055,773,아파트,충청북도,국민임대,39.72,177,22.0,A,17096000,141110,0.0,4.0,817.0,723.0
C2055,773,아파트,충청북도,국민임대,39.72,80,22.0,A,17096000,141110,0.0,4.0,817.0,723.0
C2055,773,아파트,충청북도,국민임대,46.9,222,22.0,A,24350000,170980,0.0,4.0,817.0,723.0
C2055,773,아파트,충청북도,국민임대,46.9,114,22.0,A,24350000,170980,0.0,4.0,817.0,723.0
C2055,773,아파트,충청북도,국민임대,51.93,150,22.0,A,29893000,208170,0.0,4.0,817.0,723.0
C2055,773,아파트,충청북도,국민임대,51.93,30,22.0,A,29893000,208170,0.0,4.0,817.0,723.0
C1428,375,아파트,강원도,국민임대,36.65,109,6.0,A,11983000,102350,0.0,2.0,360.0,333.0
C1428,375,아파트,강원도,국민임대,46.91,47,6.0,A,21221000,168520,0.0,2.0,360.0,333.0
C1428,375,아파트,강원도,국민임대,46.91,24,6.0,A,21221000,168520,0.0,2.0,360.0,333.0
C1428,375,아파트,강원도,국민임대,46.91,74,6.0,A,21221000,168520,0.0,2.0,360.0,333.0
