Symbol,Market,Name,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region
043340,KOSDAQ,에쎈테크,일반 목적용 기계 제조업,LPG밸브,2000-08-29,12월,"조시영, 조경호",http://www.essentech.co.kr,전라북도
023960,KOSPI,에쓰씨엔지니어링,토목 건설업,"기술용역(건축설계) 서비스/화학플랜트 설비,기계 제작(음식료,석유화학사업관련)/유공압기기 판매",1997-06-23,12월,"유승규, 김건우 (각자 대표이사)",http://www.sc-eng.com,서울특별시
298690,KOSPI,에어부산,항공 여객 운송업,항공 여객 및 화물 운송,2018-12-27,12월,안병석,http://www.airbusan.com,부산광역시
187660,KOSDAQ,에이디엠코리아,자연과학 및 공학 연구개발업,임상 CRO 서비스,2021-06-03,12월,김현우,http://www.admkorea.co.kr,서울특별시
054630,KOSDAQ,에이디칩스,그외 기타 제품 제조업,비메모리 반도체칩,2001-11-13,12월,김미선,http://www.adc.co.kr,경기도
0546301B,KOSDAQ,에이디칩스 26R,,,,,,,
200710,KOSDAQ,에이디테크놀로지,반도체 제조업,주문형 반도체,2014-12-16,12월,"김준석, 박준규 (각자 대표이사)",http://www.adtek.co.kr,경기도
096690,KOSDAQ,에이루트,컴퓨터 및 주변장치 제조업,"POS프린터, Mobile프린터, Label프린터",2010-12-01,12월,서문동군,http://www.jstephen.co.kr,경기도
140910,KOSPI,에이리츠,부동산 임대 및 공급업,,2011-07-14,12월,김종국 (단독 대표이사),http://www.areit.co.kr,서울특별시
078520,KOSPI,에이블씨엔씨,기타 화학제품 제조업,"화장품 제조,도소매/소프트웨어 자문,개발,공급/전자상거래",2011-09-07,12월,김유진,http://www.able-cnc.com,서울특별시
298380,KOSDAQ,에이비엘바이오,기초 의약물질 및 생물학적 제제 제조업,항체의약품 연구개발,2018-12-19,12월,이상훈,http://www.ablbio.com,경기도
203400,KONEX,에이비온,자연과학 및 공학 연구개발업,신약개발,2014-07-21,12월,신영기,http://www.abionbio.com,서울특별시
195990,KOSDAQ,에이비프로바이오,특수 목적용 기계 제조업,소형 머시닝센터,2015-04-13,12월,"양진상,IAN CHAN",http://www.abprobio.co.kr,대구광역시
003800,KOSDAQ,에이스침대,가구 제조업,침대,1996-05-03,12월,안성호,http://www.acebed.co.kr,경기도
322190,KONEX,에이스캠퍼,자동차 차체 및 트레일러 제조업,캠핑카,2020-12-29,12월,김민성,http://acecamper.co.kr/,충청남도
088800,KOSDAQ,에이스테크,통신 및 방송 장비 제조업,"단말기용안테나,기지국용안테나",2006-03-27,12월,"구관영,홍익표(각자대표)",http://www.aceantenna.co.kr/kor/,인천광역시
241840,KOSDAQ,에이스토리,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송프로그램 제작,2019-07-19,12월,이상백,http://www.astory.co.kr,서울특별시
138360,KOSDAQ,에이씨티,기타 화학제품 제조업,기능성 화장품 원료,2013-11-08,12월,김종서,http://www.actcos.com,경기도
039230,KOSDAQ,에이아이비트,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","반도체 검사장비, TFT-LCD 검사장치& 검사장비",2000-06-22,12월,최지훈,http://aibit.co.kr,서울특별시
312610,KOSDAQ,에이에프더블류,일차전지 및 축전지 제조업,음극마찰용접단자,2019-07-01,12월,진정아,http://www.asanfw.com,경상북도
015260,KOSPI,에이엔피,전자부품 제조업,"전자부품(인쇄회로기판),무정전 전원공급장치 제조",1988-01-18,12월,전운관,http://anpcb.co.kr,인천광역시
234070,KONEX,에이원알폼,산업용 기계 및 장비 임대업,건설현장용 알루미늄 거푸집 임대,2015-12-21,12월,안호중,http://www.aonealform.co.kr,충청북도
072990,KOSDAQ,에이치시티,기타 과학기술 서비스업,기술검사서비스,2016-10-17,12월,허 봉 재,http://www.hct.co.kr,경기도
044990,KONEX,에이치엔에스하이텍,전자부품 제조업,"이방성전도필름, 수정진동자",2015-12-10,12월,김정희,http://www.hnshightech.com,대전광역시
176440,KOSDAQ,에이치엔티,전자부품 제조업,휴대폰 카메라 모듈,2016-11-28,12월,송영식,http://www.hntelec.com,서울특별시
028300,KOSDAQ,에이치엘비,선박 및 보트 건조업,"각종 산업용 밸브류, 제지·제철용기계,기타 특수목적용 산업기계",1996-07-27,12월,"진양곤, 김동건 (각자대표)",http://www.hlbkorea.com,울산광역시
067630,KOSDAQ,에이치엘비생명과학,"건축기술, 엔지니어링 및 관련 기술 서비스업","ESCO 사업, 신재생에너지 사업",2008-11-25,12월,"진양곤, 남상우 (각자대표)",http://www.hlb-ls.com,경기도
047920,KOSDAQ,에이치엘비제약,자연과학 및 공학 연구개발업,"씨트리시메티딘정, 로자틴정",2015-12-21,12월,"박재형, 전복환 각자대표",http://www.hlbpharma.co.kr,경기도
043220,KOSDAQ,에이치엘비파워,특수 목적용 기계 제조업,"발전설비 Damper, 전력설비 Busway",2001-07-03,12월,남상우,http://www.hlbpower.com,서울특별시
239610,KOSDAQ,에이치엘사이언스,기타 식품 제조업,건강기능식품 등,2016-10-28,12월,이해연,http://www.hlscience.com,경기도
353070,KOSDAQ,에이치엠씨제4호스팩,금융 지원 서비스업,기업인수합병,2020-07-29,12월,손혁,,서울특별시
353060,KOSDAQ,에이치엠씨제5호스팩,금융 지원 서비스업,합병을 유일한 사업목적으로 함,2020-12-16,12월,허인석,,서울특별시
044780,KOSDAQ,에이치케이,특수 목적용 기계 제조업,레이저가공 절단기,2000-09-07,12월,계명재,http://www.hk-global.com,경기도
357230,KOSDAQ,에이치피오,기타 식품 제조업,"건강기능식품(유산균, 비타민 등)",2021-05-14,12월,이현용,http://denps.com/kor/,서울특별시
071670,KOSDAQ,에이테크솔루션,특수 목적용 기계 제조업,"대형정밀금형(가전,자동차용 등)",2009-04-17,12월,유영목,http://www.atechsolution.co.kr,경기도
045660,KOSDAQ,에이텍,컴퓨터 및 주변장치 제조업,"PC,모니터",2001-05-24,12월,한가진,http://www.atec.kr,경기도
224110,KOSDAQ,에이텍티앤,통신 및 방송 장비 제조업,교통카드단말기,2015-08-25,12월,신승영,http://www.atectn.co.kr,경기도
230980,KOSDAQ,에이트원,소프트웨어 개발 및 공급업,VR기반 교육훈련용솔루션,2016-03-02,12월,최철순,http://www.aiitone.com,경기도
021080,KOSDAQ,에이티넘인베스트,신탁업 및 집합투자업,벤처캐피탈,1991-07-12,12월,"신기천, 이승용(각자대표)",http://www.hanmivc.co.kr,서울특별시
089530,KOSDAQ,에이티세미콘,반도체 제조업,반도체 PKG&TEST,2011-11-11,12월,김형준,http://www.atsemi.com,경기도
200470,KOSDAQ,에이팩트,"그외 기타 전문, 과학 및 기술 서비스업",메모리 반도체 테스트,2014-12-26,12월,이성동,http://www.hisem.co.kr,경기도
207490,KONEX,에이펙스인텍,전구 및 조명장치 제조업,LED조명장치 등,2018-11-28,12월,김권진,http://www.apexint.co.kr,경상북도
262260,KOSDAQ,에이프로,기타 전기장비 제조업,"2차전지 장비 등(일반충방전기, 고온가압 충방전기 등)",2020-07-16,12월,임종현,http://aproele.com/,경기도
109960,KOSDAQ,에이프로젠 H&G,기타 전문 도매업,"차량용블루투스핸즈프리스피커폰, 가로동/보안등 어시스템, 모바일게임 퍼블리싱, 바이오의약품 연구개발업 및 판매, 생산설비 및 연구장비의 대여 및 판매",2009-11-13,12월,김재섭,http://www.aprogen-hng.com,경기도
007460,KOSPI,에이프로젠 MED,기타 금속 가공제품 제조업,"단열장치,철구조물,가열로,특수단열재(금속표면경화육성,원자로용) 제조/단열공사/부동산 임대",1995-07-08,12월,김재섭,http://www.aprogen-kic.com,경기도
003060,KOSPI,에이프로젠제약,의약품 제조업,"의약품(항생제,영양수액제,드링크제,철결핍성빈혈예방치료제,경옥동충하초) 제조,판매",1984-10-19,12월,김정출,http://www.aprogen-pharm.com,서울특별시
00306217,KOSPI,에이프로젠제약 13WR,,,,,,,
244920,KOSPI,에이플러스에셋,보험 및 연금관련 서비스업,보험대리 및 중개업,2020-11-20,12월,"곽근호, 서성식, 조규남",,서울특별시
089970,KOSDAQ,에이피티씨,특수 목적용 기계 제조업,300mm Poly Etch System,2018-08-23,12월,최우형,http://www.iaptc.com/,경기도
230240,KOSDAQ,에치에프알,통신 및 방송 장비 제조업,통신장비제조업,2015-12-16,12월,정종민,http://hfrnet.com,경기도
064510,KOSDAQ,에코마이스터,특수 목적용 기계 제조업,SAP,2018-03-15,12월,"김종원, 박동필 각자대표",http://www.ecomaister.com/,인천광역시
230360,KOSDAQ,에코마케팅,광고업,"온라인, 모바일 광고 종합대행업",2016-08-08,12월,김철웅,http://www.echomarketing.co.kr,서울특별시
038870,KOSDAQ,에코바이오,사업시설 유지·관리 서비스업,"판매시점정보시스템(POS), 금전등록기",2001-05-29,12월,송효순,http://www.ecoenergyholdings.com,서울특별시
128540,KOSDAQ,에코캡,자동차 신품 부품 제조업,"자동차 부품(전선, 케이블, 벌브소켓, LED 등)",2018-12-05,12월,최영천,http://www.ecocab.co.kr,울산광역시
086520,KOSDAQ,에코프로,기타 화학제품 제조업,"환경소재,화학필터,이차전지소재등",2007-07-20,12월,이동채,http://www.ecopro.co.kr,충청북도
247540,KOSDAQ,에코프로비엠,일차전지 및 축전지 제조업,양극활물질,2019-03-05,12월,"권우석, 김병훈(각자 대표이사)",http://www.ecoprobm.co.kr,충청북도
383310,KOSDAQ,에코프로에이치엔,기타 화학제품 제조업,환경오염 방지 관련 소재 및 설비,2021-05-28,12월,윤성진,http://www.ecoprohn.co.kr,충청북도
038110,KOSDAQ,에코플라스틱,자동차 신품 부품 제조업,BUMPER 및 자동차TRIM류,2000-03-23,12월,"서영종,한상",http://WWW.AP.CO.KR,경상북도
073540,KOSDAQ,에프알텍,통신 및 방송 장비 제조업,이동통신용중계기,2007-05-18,12월,남재국,http://www.frtek.co.kr,경기도
064850,KOSDAQ,에프앤가이드,기타 정보 서비스업,"금융정보서비스, INDEX, 펀드평가 등",2020-12-17,12월,"김군호, 이철순",http://www.fnguide.com,서울특별시
064090,KOSDAQ,에프앤리퍼블릭,상품 종합 도매업,CCTV CAMERA 등,2002-12-17,12월,오창근,http://www.fnrepublic.com,서울특별시
036810,KOSDAQ,에프에스티,전자부품 제조업,"펠리클(반도체부품),칠러장비,반도체유통",2000-01-18,12월,유장동,http://www.fstc.co.kr,경기도
173940,KOSDAQ,에프엔씨엔터,창작 및 예술관련 서비스업,"콘서트, 음반/음원",2014-12-04,12월,"안석준, 한승훈(공동대표)",http://www.fncent.com,서울특별시
083500,KOSDAQ,에프엔에스테크,특수 목적용 기계 제조업,"OLED, LCD 제조 공정 장비",2017-02-27,12월,"김팔곤, 양상재(공동대표)",http://www.fnstech.com,충청남도
054940,KOSDAQ,엑사이엔씨,실내건축 및 건축마무리 공사업,고주파고압변성기(FBT : Flyback Transformer),2001-12-13,12월,"김성후, 전성완 (각자 대표이사)",http://www.exaenc.com,서울특별시
950130,KOSDAQ,엑세스바이오,의료용품 및 기타 의약 관련제품 제조업,"말라리아 진단키트(RDT), HIV 진단키트(RDT)",2013-05-30,12월,최영호,http://www.accessbio.net,미국
205100,KOSDAQ,엑셈,소프트웨어 개발 및 공급업,"DB, E2E 성능관리 SW",2014-11-07,12월,조종암,http://www.ex-em.com,서울특별시
070300,KOSDAQ,엑스큐어,소프트웨어 개발 및 공급업,"USIM카드, 금융카드",2010-06-09,12월,정우천,http://www.sola-cia.com,서울특별시
092870,KOSDAQ,엑시콘,특수 목적용 기계 제조업,반도체 검사장비,2015-10-22,12월,박상준,http://www.exicon.co.kr,경기도
317870,KOSDAQ,엔바이오니아,그외 기타 제품 제조업,양전하필터(정수기),2019-10-24,12월,한정철,http://envioneer.com,경기도
067570,KOSDAQ,엔브이에이치코리아,자동차 신품 부품 제조업,"헤드라이너, NVH부품",2013-12-03,12월,"곽정용,구자겸(각자 대표이사)",http://www.nvh-korea.co.kr,울산광역시
236810,KOSDAQ,엔비티,광고업,모바일 포인트 광고 플랫폼,2021-01-21,12월,박수근,http://nbt.com/,서울특별시
140610,KONEX,엔솔바이오사이언스,자연과학 및 공학 연구개발업,"퇴행성디스크 치료제, 골관절염 치료제, 동물용 골관절염 치료제",2018-09-10,12월,김해진,http://www.ensolbio.co.kr,대전광역시
333620,KOSDAQ,엔시스,기타 전기장비 제조업,2차전지 머신비전 검사장비,2021-04-01,12월,진기수,http://www.n-sys.co.kr/,충청남도
101400,KOSDAQ,엔시트론,반도체 제조업,디지털오디오앰프칩,2009-03-31,12월,정인견,http://www.neofidelity.com,경기도
036570,KOSPI,엔씨소프트,소프트웨어 개발 및 공급업,"인터넷머그게임(리니지),그룹웨어,인터넷커뮤니티 개발,유지,공급",2003-05-22,12월,김택진,http://www.ncsoft.net,서울특별시
217820,KOSDAQ,엔에스,특수 목적용 기계 제조업,2차전지 자동화 설비,2015-12-07,12월,이세용,http://www.cns2.co.kr,충청북도
138250,KOSPI,엔에스쇼핑,무점포 소매업,TV홈쇼핑,2015-03-27,12월,조항목 (단독대표),http://pr.nsmall.com,경기도
031860,KOSDAQ,엔에스엔,상품 종합 도매업,FLC,1997-01-07,12월,이상욱,http://www.a-motion.co.kr,서울특별시
238170,KONEX,엔에스엠,합성고무 및 플라스틱 물질 제조업,전도성 고분자 코팅 대전방지 필름,2019-12-26,12월,김상엽,http://www.nsmcc.com,경기도
224760,KONEX,엔에스컴퍼니,토목 건설업,"산업플랜트 건설 및 경상정비, 자동차부품제조판매",2015-07-31,12월,"김동진, 남세우 (각자 대표이사)",http://www.nscompany.co.kr,경상북도
310840,KOSDAQ,엔에이치스팩13호,금융 지원 서비스업,기업인수합병,2018-12-24,12월,허환,,서울특별시
353190,KOSDAQ,엔에이치스팩16호,금융 지원 서비스업,금융지원 서비스,2020-06-17,12월,김진석,,서울특별시
359090,KOSDAQ,엔에이치스팩17호,금융 지원 서비스업,금융 지원 서비스,2020-09-23,12월,이병훈,,서울특별시
365590,KOSDAQ,엔에이치스팩18호,금융 지원 서비스업,기타 금융지원(SPAC),2020-12-21,12월,조선희,,서울특별시
380440,KOSPI,엔에이치스팩19호,금융 지원 서비스업,기타 금융지원(SPAC),2021-05-21,12월,조선희,,서울특별시
265740,KOSDAQ,엔에프씨,기타 화학제품 제조업,화장품 원료 제조 및 판매,2020-12-02,12월,유우영,http://nfccosmetics.co.kr,인천광역시
354200,KOSDAQ,엔젠바이오,"그외 기타 전문, 과학 및 기술 서비스업","유전체 분야 진단시약 제조 및 유전체 분야 소프트웨어 연구,개발,판매",2020-12-10,12월,최대출,http://ngenebio.com,서울특별시
093510,KONEX,엔지브이아이,자동차 신품 부품 제조업,천연가스자동차용 연료저장장치 등,2019-09-30,12월,정수영,,강원도
208860,KOSDAQ,엔지스테크널러지,소프트웨어 개발 및 공급업,"Nav-Link 솔루션, BringGo 어플리케이션 등",2016-07-28,12월,박용선,http://www.engistech.com,서울특별시
183490,KOSDAQ,엔지켐생명과학,기초 의약물질 및 생물학적 제제 제조업,"EC-18(신약), 원료의약품",2018-02-21,12월,손기영,http://www.enzychem.co.kr,충청북도
085310,KOSPI,엔케이,"구조용 금속제품, 탱크 및 증기발생기 제조업","고압가스용기,선박용,육상용 소화설비장치,천연가스이동식충전소 제조,도매",2008-01-24,12월,천남주,http://www.nkcf.com,부산광역시
182400,KOSDAQ,엔케이맥스,기초 의약물질 및 생물학적 제제 제조업,"연구용 시약, NK Vue® KIT, SuperNK",2015-10-23,12월,박상우,http://www.nkmax.com,경기도
009810,KOSPI,엔케이물산,기타 전문 도매업,유연성 산업용 포장재(FIBC) 제조 판매,1988-08-31,12월,김성곤,http://nk-ms.com,서울특별시
069410,KOSDAQ,엔텔스,소프트웨어 개발 및 공급업,운용지원솔루션,2007-06-20,12월,최영래,http://www.ntels.com,서울특별시
227950,KOSDAQ,엔투텍,특수 목적용 기계 제조업,반도체장비 부품 제조업,2015-11-18,06월,"김정민, 이욱재(각자대표)",http://www.n2tech.kr,경기도
198080,KOSDAQ,엔피디,전자부품 제조업,스마트폰 OLED용 FPCA,2020-03-16,12월,강명구,http://www.newportdisplay.co.kr,경기도
048830,KOSDAQ,엔피케이,합성고무 및 플라스틱 물질 제조업,합성고무 및 플라스틱물질 제조업,2000-10-12,12월,"최상건, 최윤혁 각자 대표",http://www.npk.co.kr,경상북도
096870,KOSDAQ,엘디티,반도체 제조업,"OLED구동IC,LED구동IC,LCD구동IC",2008-05-02,12월,정재천,,충청남도
276240,KONEX,엘리비젼,영상 및 음향기기 제조업,"디지털 사이니지, 키오스크 등",2018-07-05,12월,안덕근,http://www.elivision.com/,인천광역시
900140,KOSPI,엘브이엠씨홀딩스,자동차 판매업,지주회사,2010-11-30,12월,"오세영, 노성석, 김선발 (각자 대표이사)",http://www.lvmcholdings.net,케이맨 제도
376190,KOSDAQ,엘비루셈,반도체 제조업,디스플레이 구동 반도체(Driver IC),2021-06-11,12월,신현창,http://www.lblusem.com/,경상북도
061970,KOSDAQ,엘비세미콘,반도체 제조업,"골드범핑, 솔더범핑 등",2011-01-31,12월,박노만,http://www.lbsemicon.com,경기도
138690,KOSDAQ,엘아이에스,특수 목적용 기계 제조업,"LGP Engraving M/C, Cell Sealing M/C",2011-06-02,12월,임태원,http://www.liser.co.kr,경기도
290650,KOSDAQ,엘앤씨바이오,의약품 제조업,"인체조직(피부, 뼈, 연골)",2018-11-01,12월,이환철,http://www.lncbio.co.kr,경기도
066970,KOSDAQ,엘앤에프,일차전지 및 축전지 제조업,TFT-LCD BLU(Back Light Unit),2003-01-02,12월,최수안,http://www.landf.co.kr,대구광역시
156100,KOSDAQ,엘앤케이바이오,의료용 기기 제조업,척추 임플란트,2016-11-30,12월,"강국진,박근주(각자대표)",http://www.lnkbiomed.com,경기도
311060,KONEX,엘에이티,특수 목적용 기계 제조업,"In-Line Sputter, OLED 패널 청정물류 이송 장비 등",2018-12-28,12월,박강일,http://www.latplasma.com,경기도
073110,KOSDAQ,엘엠에스,전자부품 제조업,프리즘시트,2007-10-12,12월,조성민,,경기도
083310,KOSDAQ,엘오티베큠,특수 목적용 기계 제조업,반도체제조용진공펌프,2005-10-05,12월,오흥식,http://www.lotvacuum.com,경기도
037950,KOSDAQ,엘컴텍,전자부품 제조업,"BLU(Back Light Unit), CCM(Compact Camera Module), Display용 EL",2000-08-24,12월,김영훈,http://www.elcomtec.co.kr,경기도
170920,KOSDAQ,엘티씨,기초 화학물질 제조업,FPD(LCD/OLED) 및 반도체용 박리액,2013-10-08,12월,최호성,http://www.l-tech.co.kr,경기도
058630,KOSDAQ,엠게임,소프트웨어 개발 및 공급업,"온라인 게임 개발 및 퍼블리싱(열혈강호온라인,홀릭2,영웅)",2008-12-19,12월,권이형,http://www.mgamecorp.com,서울특별시
058970,KONEX,엠로,소프트웨어 개발 및 공급업,구매 SCM솔루션,2016-04-28,12월,송재민,http://www.emro.co.kr,서울특별시
019590,KOSDAQ,엠벤처투자,신탁업 및 집합투자업,벤처캐피탈,1989-03-14,12월,"홍성혁, 천승욱",http://www.m-vc.co.kr,서울특별시
169330,KOSDAQ,엠브레인,시장조사 및 여론조사업,온라인 및 오프라인 리서치,2020-07-01,06월,최인수,http://embrain.com/,서울특별시
097520,KOSPI,엠씨넥스,영상 및 음향기기 제조업,"모바일 카메라모듈,전장 카메라모듈,블랙박스,IP 카메라",2021-07-06,12월,민동욱,http://www.mcnex.co.kr,서울특별시
179290,KOSDAQ,엠아이텍,의료용 기기 제조업,비혈관 스텐트 및 체외충격파 쇄석기,2018-11-29,12월,박진형,http://www.mitech.co.kr,경기도
225860,KONEX,엠앤씨생명과학,기타 화학제품 제조업,"무합성화장품, 건강기능식품",2017-04-25,12월,김현철,http://www.mncls.co.kr,경기도
009780,KOSDAQ,엠에스씨,기타 식품 제조업,식품첨가물,1993-10-12,12월,"김길제, 김호석",http://www.msckorea.com,경상남도
123040,KOSDAQ,엠에스오토텍,자동차 신품 부품 제조업,자동차 차체 부품,2010-08-06,12월,김범준,http://ms-global.com,경상북도
323230,KOSDAQ,엠에프엠코리아,편조의복 제조업,"남성,여성,남아,여아용 면의류",2019-06-19,12월,"안피터도성,조장호",http://www.mfmkorea.com,서울특별시
032790,KOSDAQ,엠젠플러스,기계장비 및 관련 물품 도매업,"Bio 이종장기 사업, ICT 프린터 현상기",1997-06-26,12월,송연호,http://www.mgenplus.com,서울특별시
033160,KOSDAQ,엠케이전자,전자부품 제조업,반도체용세금선,1997-11-10,12월,이진,http://www.mke.co.kr,경기도
347890,KOSDAQ,엠투아이,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","스마트HMI, 스마트SCADA, 스마트팩토리솔루션",2020-07-29,12월,김정열,http://www.m2i.co.kr,경기도
033310,KOSDAQ,엠투엔,기타 금속 가공제품 제조업,산업용자동제어반기기,1997-11-10,12월,김상원,http://www.dkdni.co.kr,서울특별시
259630,KOSDAQ,엠플러스,특수 목적용 기계 제조업,이차전지 자동화 조립설비,2017-09-20,12월,김종성,http://www.mplusi.co.kr,충청북도
065150,KOSDAQ,엠피대산,음·식료품 및 담배 도매업,외식 프랜차이즈사업 및 식자재 유통,2007-07-18,12월,"양희권,이종영(각자대표이사)",http://www.mrpizza.co.kr,서울특별시
115960,KOSDAQ,연우,플라스틱제품 제조업,화장품 용기,2015-11-02,12월,기중현,http://www.yonwookorea.com,인천광역시
090740,KOSDAQ,연이비앤티,전자부품 제조업,"LCD,PDP및단말기용PBA",2007-09-19,12월,"Lim Kean Hwa, 홍기석(각자 대표이사)",http://www.younyi.co.kr,충청남도
060850,KOSDAQ,영림원소프트랩,소프트웨어 개발 및 공급업,"ERP Package, 유지 관리 등",2020-08-12,12월,권영범,http://ksystem.co.kr,서울특별시
014440,KOSPI,영보화학,플라스틱제품 제조업,"가교발포폴리에틸렌(아티론,영보드) 제조,판매",1997-08-27,12월,이영식,http://www.youngbo.com,충청북도
007530,KOSDAQ,영신금속,기타 금속 가공제품 제조업,"볼트, 나사",1994-08-05,12월,선지영,http://www.ysmic.co.kr,경기도
143540,KOSDAQ,영우디에스피,특수 목적용 기계 제조업,OLED/LCD 디스플레이 검사장비,2014-10-29,12월,박금성,http://www.ywdsp.com,충청남도
111770,KOSPI,영원무역,상품 종합 도매업,스포츠의류,2009-07-30,12월,성기학,,서울특별시
009970,KOSPI,영원무역홀딩스,기타 금융업,"스포츠의류(등산복,운동복,스키복) 도소매,수출,섬유봉제",1988-11-07,12월,성래은,,서울특별시
003520,KOSPI,영진약품,의약품 제조업,"의약품(드링크제,항생제,영양수액제),의약부외품 제조,판매",1973-06-25,12월,이재준,http://www.yungjin.co.kr,서울특별시
000670,KOSPI,영풍,1차 비철금속 제조업,"제1차 금속산업(아연괴,황산,카드뮴괴),건전지 제조,무역",1976-06-12,12월,"이강인, 박영민",http://www.ypzinc.co.kr,서울특별시
036560,KOSDAQ,영풍정밀,일반 목적용 기계 제조업,"펌프, 벨브, 공사,주조 등",1999-12-28,12월,"최창규, 이한성(각자대표)",http://www.yppc.co.kr,서울특별시
006740,KOSPI,영풍제지,"골판지, 종이 상자 및 종이용기 제조업","골판지원지,지관원지,라이나원지 제조",1996-07-03,12월,이관형,http://www.yp21.co.kr,경기도
012280,KOSPI,영화금속,자동차 신품 부품 제조업,"자동차부품,건축자재(관이음쇠) 제조,판매",1990-01-25,12월,최동윤(단독 대표이사),http://www.yeonghwa.co.kr,경상남도
265560,KOSDAQ,영화테크,자동차 신품 부품 제조업,자동차 정션박스 등,2017-10-26,12월,엄준형,http://www.yhtec.com,충청남도
012160,KOSPI,영흥,1차 철강 제조업,와이어로프 등,2010-01-25,12월,최영민,,충청남도
036000,KOSDAQ,예림당,"서적, 잡지 및 기타 인쇄물 출판업",무선가입자망 단말기 및 차량용핸즈프리,1999-11-30,12월,나춘호,http://yearim.co.kr,서울특별시
250930,KOSDAQ,예선테크,플라스틱제품 제조업,기업인수합병,2016-09-29,12월,전춘섭,,경기도
053280,KOSDAQ,예스24,무점포 소매업,"도서,음반/DVD,화장품",2008-05-07,12월,김석환,,서울특별시
015360,KOSPI,예스코홀딩스,기타 금융업,지주사업,1996-12-24,12월,구본혁,http://www.yescoholdings.com,서울특별시
122640,KOSDAQ,예스티,특수 목적용 기계 제조업,반도체 및 디스플레이 제조 장비,2015-12-16,12월,"장동복, 강임수 각자대표이사",http://www.yest.co.kr,경기도
900300,KOSDAQ,오가닉티코스메틱,기타 금융업,"유아용 화장품(클렌징, 여름용, 피부케어, 기능성 화장품)",2016-11-04,12월,채정망,,홍콩
045060,KOSDAQ,오공,기타 화학제품 제조업,"접착제,씰란트,광택제,연마제",2000-08-10,12월,"김윤정, 조한창",http://www.okong.com,인천광역시
080520,KOSDAQ,오디텍,반도체 제조업,"광반도체,소자및모듈",2007-10-08,12월,박병근,http://www.od-tech.com,전라북도
007310,KOSPI,오뚜기,기타 식품 제조업,"라면,마요네즈,카레,스프,당면,소오스,토마토케첩,마가린,냉동생지(바게트,크로와상),참치캔,식초,3분짜장 제조",1994-08-12,12월,"함영준, 황성만",http://www.ottogi.co.kr,경기도
039830,KOSDAQ,오로라,전문디자인업,"캐릭터디자인,캐릭터완구 등",2001-01-03,12월,"각자대표 홍기선, 각자대표 노재연",http://www.auroraworld.com,서울특별시
322310,KOSDAQ,오로스테크놀로지,특수 목적용 기계 제조업,반도체 Overlay 계측 장비,2021-02-24,12월,이준우,http://www.aurostech.com,경기도
046120,KOSDAQ,오르비텍,기타 과학기술 서비스업,"방사선안전관리, 항공기 정밀부품 제조 등",2010-06-15,12월,"권동혁, 윤호식",http://orbitech.co.kr,서울특별시
014940,KOSDAQ,오리엔탈정공,일반 목적용 기계 제조업,"조선해양구조물 및 조선해양기계품 제작,",2001-12-26,12월,박세철,http://www.opco.co.kr,부산광역시
002630,KOSPI,오리엔트바이오,의약품 제조업,의약품 제조,1976-12-28,03월,장재진,http://www.orient.co.kr,경기도
065500,KOSDAQ,오리엔트정공,자동차 신품 부품 제조업,"하우징, 리테이너베어링",2002-09-19,12월,"장재진, 박영동",http://www.orientpi.co.kr,경상북도
271560,KOSPI,오리온,기타 식품 제조업,스낵 등 과자류,2017-07-07,12월,이경재,http://www.orionworld.com,서울특별시
001800,KOSPI,오리온홀딩스,기타 금융업,자회사 관리 지주사업 등,1975-06-27,12월,허인철,http://www.oriongroup.co.kr,서울특별시
010470,KOSDAQ,오리콤,광고업,광고대행,2000-10-24,12월,"고영섭, 김성대(각자 대표이사)",http://www.oricom.co.kr,서울특별시
352910,KOSDAQ,오비고,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",스마트카 소프트웨어 플랫폼,2021-07-13,12월,황도연,http://obigo.com/,경기도
053980,KOSDAQ,오상자이엘,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",CATIA Solution,2002-04-09,12월,"이국래,김선기(각자 대표이사)",http://www.osangjaiel.co.kr,인천광역시
052420,KOSDAQ,오성첨단소재,플라스틱제품 제조업,"보호, 기능성 필름",2001-08-07,12월,이장원,http://www.osungam.com,전라북도
05242217,KOSDAQ,오성첨단소재 20WR,,,,,,,
241790,KOSDAQ,오션브릿지,특수 목적용 기계 제조업,"반도체 케미칼(HCDS, Ticl4 외), 반도체 장비",2016-12-01,12월,이석규,http://www.oceanbridge.co.kr,경기도
329020,KONEX,오션스톤,음·식료품 및 담배 도매업,"간고등어 제품, 냉동수산물 유통",2020-05-07,12월,이정훈,,부산광역시
039200,KOSDAQ,오스코텍,의약품 제조업,"뼈이식재,건강식품소재",2007-01-17,12월,"김정근, 윤태영",http://www.oscotec.com,경기도
226400,KOSDAQ,오스테오닉,의료용 기기 제조업,골접합 및 재건용 금속소재 및 생분해성 복합소재 기반 임플란트,2018-02-22,12월,이동원,http://www.osteonic.com,서울특별시
